estatura	peso	genero	ingresos	etnia	educacion	educacion_madre	educacion_padre	camina	ejercicio	fumador	tenso	malhumorado	edad
154.94	54.43	femenino	0	Blanco	14	14	14	6	5	2	2	2	41
157.48	58.06	femenino	10000	Afroamericano	12	12	NA	2	1	2	6	6	27
175.26	79.38	masculino	30000	Latino	12	12	12	4	4	2	0	0	37
175.26	77.11	masculino	5000	Blanco	11	11	11	5	5	2	1	1	18
165.1	63.5	femenino	25000	Blanco	12	12	12	3	5	2	2	2	33
162.56	68.04	masculino	23000	Blanco	13	13	13	8	1	1	0	0	32
177.8	81.65	masculino	20000	Blanco	17	17	17	8	4	2	0	0	68
165.1	58.97	femenino	19000	Blanco	13	13	13	2	1	2	1	1	82
172.72	67.59	femenino	62000	Blanco	16	16	16	6	7	2	1	1	60
154.94	59.87	masculino	20000	Afroamericano	11	11	11	7	7	2	0	0	66
162.56	81.65	masculino	28000	Afroamericano	14	14	14	5	7	2	0	0	63
165.1	53.98	femenino	13000	Blanco	10	10	NA	8	1	2	7	7	80
162.56	83.91	masculino	12000	Blanco	12	12	12	8	1	2	0	0	75
160.02	61.23	femenino	25000	Blanco	18	18	18	1	1	2	6	6	36
175.26	63.5	masculino	20000	Blanco	11	11	11	8	1	2	0	0	23
167.64	83.91	femenino	15000	Blanco	14	14	14	8	1	2	0	0	62
154.94	55.79	femenino	15000	Blanco	8	8	8	4	1	2	0	0	78
187.96	86.18	masculino	25000	Blanco	12	12	12	8	5	1	0	0	30
172.72	74.84	femenino	25000	Blanco	13	13	13	5	6	2	0	0	52
172.72	70.31	femenino	0	Blanco	12	12	12	2	7	2	1	1	34
165.1	92.99	femenino	0	Blanco	14	14	14	4	1	2	2	2	41
170.18	59.87	femenino	18000	Blanco	16	16	16	7	5	2	7	7	40
165.1	52.16	femenino	0	Blanco	12	12	12	8	7	1	7	7	18
162.56	54.43	femenino	0	Blanco	18	18	18	4	1	2	0	0	46
157.48	77.11	femenino	6000	Blanco	10	10	10	4	1	2	1	1	68
182.88	72.57	masculino	16000	Blanco	13	13	13	8	6	2	7	7	23
185.42	79.38	masculino	45000	Blanco	16	16	16	4	1	1	0	0	38
152.4	52.16	femenino	15000	Blanco	12	12	12	5	7	2	2	2	30
177.8	78.02	masculino	25000	Blanco	14	14	14	6	1	2	1	1	69
162.56	65.77	femenino	12000	Blanco	14	14	14	5	2	2	5	5	38
172.72	72.57	femenino	2000	Blanco	12	12	12	2	5	2	0	0	18
160.02	49.9	femenino	10000	Blanco	12	12	12	4	6	2	0	0	18
180.34	83.91	masculino	14000	Blanco	12	12	12	8	1	2	7	7	36
162.56	90.72	femenino	15000	Blanco	12	12	12	8	1	2	0	0	31
170.18	90.72	femenino	0	Blanco	11	11	11	8	7	2	0	0	37
152.4	63.5	femenino	10000	Blanco	12	NA	12	2	1	2	0	0	39
162.56	81.65	femenino	5000	Blanco	10	NA	NA	1	1	2	0	0	70
167.64	71.21	femenino	1200	Blanco	4	NA	4	3	1	1	4	4	64
162.56	70.31	femenino	25000	Blanco	12	NA	NA	8	1	2	0	0	74
149.86	51.26	femenino	15000	Blanco	14	14	14	1	2	2	0	0	62
160.02	68.04	femenino	10000	Blanco	13	13	13	8	1	2	1	1	64
167.64	63.5	masculino	2000	Blanco	12	12	12	8	7	2	7	7	18
167.64	56.7	femenino	0	Blanco	12	12	12	3	2	1	7	7	35
165.1	NA	femenino	4000	Blanco	13	13	13	3	1	1	2	2	33
177.8	63.5	masculino	5000	Blanco	8	NA	NA	8	1	1	0	0	58
162.56	65.77	femenino	10000	Blanco	14	14	14	3	2	2	3	3	32
154.94	NA	femenino	5000	Blanco	13	13	13	8	3	1	1	1	22
167.64	55.79	femenino	15000	Blanco	12	NA	NA	6	1	1	0	0	28
154.94	43.54	femenino	5000	Latino	16	16	16	7	6	2	0	0	22
167.64	48.99	femenino	1500	Blanco	12	12	12	8	1	2	1	1	23
167.64	65.77	masculino	18000	Latino	17	17	17	8	7	2	0	0	26
185.42	79.38	masculino	4000	Blanco	15	15	15	5	5	2	0	0	24
182.88	68.04	masculino	28000	Blanco	16	16	16	7	5	2	0	0	26
187.96	81.65	femenino	10000	Blanco	14	14	14	8	6	2	0	0	22
165.1	53.52	femenino	3000	Blanco	16	16	16	8	5	2	1	1	22
162.56	49.9	femenino	0	Blanco	14	14	NA	5	5	2	3	3	31
157.48	56.7	femenino	25000	Blanco	18	18	18	8	1	2	1	1	68
180.34	108.86	masculino	12000	Blanco	12	12	12	3	3	2	1	1	21
157.48	66.68	femenino	15000	Blanco	12	12	12	2	1	2	0	0	77
172.72	71.67	femenino	19000	Blanco	13	13	13	8	1	1	0	0	45
154.94	106.59	femenino	0	Blanco	12	12	12	2	1	1	2	2	33
177.8	83.46	masculino	36000	Blanco	16	16	16	2	1	1	1	1	39
162.56	81.65	femenino	7000	Blanco	16	16	16	5	6	2	0	0	59
149.86	38.56	femenino	35000	Blanco	11	11	11	8	4	1	0	0	34
172.72	76.2	masculino	40000	Blanco	18	18	18	7	1	2	0	0	43
172.72	58.97	masculino	15000	Blanco	14	14	14	3	1	1	0	0	25
175.26	58.97	femenino	8000	Blanco	13	13	13	2	1	1	0	0	43
175.26	86.18	femenino	25000	Blanco	14	14	14	8	1	2	0	0	55
182.88	83.91	masculino	20000	Blanco	12	12	12	1	7	2	0	0	23
190.5	97.07	masculino	28000	Blanco	18	18	18	7	6	2	0	0	38
175.26	81.65	masculino	22000	Blanco	14	14	14	1	4	2	7	7	35
180.34	68.04	masculino	15000	Blanco	14	14	14	1	5	2	0	0	31
182.88	95.25	masculino	21500	Afroamericano	13	13	13	7	7	2	7	7	24
172.72	72.57	femenino	3000	Blanco	12	12	12	8	2	1	4	4	23
162.56	49.9	femenino	25000	Other	12	12	NA	8	1	2	2	2	22
182.88	86.18	masculino	23000	Blanco	13	13	NA	7	4	2	7	7	28
167.64	74.84	femenino	15000	Blanco	18	18	18	8	4	2	0	0	41
182.88	89.36	masculino	18000	Blanco	12	12	12	8	1	2	0	0	73
170.18	58.06	masculino	5000	Latino	8	NA	8	8	7	1	0	0	20
170.18	70.76	masculino	20000	Blanco	16	16	16	8	5	2	0	0	71
167.64	68.04	femenino	62000	Blanco	14	14	14	8	1	2	1	1	59
182.88	74.39	masculino	62000	Blanco	14	14	14	7	7	2	0	0	72
162.56	54.43	femenino	5000	Blanco	13	13	NA	8	1	2	0	0	69
160.02	49.9	femenino	16000	Latino	12	12	12	7	1	2	7	7	46
175.26	82.1	masculino	15000	Blanco	12	12	12	7	4	1	3	3	26
160.02	53.52	femenino	53000	Latino	17	17	17	4	6	1	0	0	32
177.8	90.72	masculino	15000	Latino	17	17	17	8	1	2	0	0	56
182.88	73.48	masculino	26000	Blanco	12	NA	12	1	7	2	7	7	27
177.8	65.77	femenino	20000	Blanco	12	12	12	3	3	1	0	0	33
165.1	49.9	femenino	4000	Other	12	12	12	7	6	1	1	1	28
185.42	90.72	masculino	10000	Blanco	16	16	16	8	7	2	1	1	59
190.5	99.79	masculino	25000	Blanco	12	12	12	8	3	1	0	0	33
175.26	104.33	masculino	43000	Blanco	12	12	12	2	1	2	0	0	51
175.26	81.65	masculino	17000	Other	14	14	14	4	4	1	0	0	33
154.94	104.33	femenino	4000	Latino	12	12	12	5	5	2	3	3	38
180.34	83.91	masculino	87000	Blanco	18	18	18	4	4	2	0	0	55
182.88	79.38	masculino	30000	Latino	13	13	13	8	7	2	5	5	23
165.1	61.23	femenino	25000	Blanco	16	16	16	6	5	2	7	7	32
185.42	88.45	masculino	50000	Blanco	15	15	15	8	2	2	7	7	48
162.56	55.79	femenino	25000	Blanco	18	18	18	8	5	1	0	0	56
170.18	62.14	femenino	55000	Blanco	18	18	18	8	7	2	3	3	51
160.02	65.77	femenino	28000	Blanco	16	16	16	4	5	2	5	5	41
167.64	72.57	femenino	0	Blanco	12	12	12	8	4	2	0	0	48
182.88	68.04	masculino	15000	Blanco	7	NA	NA	8	1	1	0	0	69
162.56	61.23	femenino	5000	Blanco	12	12	12	1	4	2	0	0	32
157.48	90.72	femenino	5000	Blanco	14	14	14	1	1	2	2	2	48
165.1	58.97	femenino	18000	Blanco	13	13	13	5	1	2	1	1	49
182.88	79.38	masculino	21000	Latino	15	NA	NA	8	7	2	0	0	62
149.86	81.65	femenino	15000	Latino	9	NA	9	6	2	1	4	4	44
170.18	52.16	femenino	12000	Blanco	12	12	NA	8	1	1	1	1	33
165.1	74.39	femenino	33000	Latino	16	16	16	1	1	2	0	0	62
162.56	63.5	femenino	15000	Blanco	16	NA	NA	1	1	2	0	0	81
182.88	79.38	masculino	50000	Latino	13	13	13	8	1	1	2	2	64
165.1	104.78	femenino	6000	Latino	9	9	NA	4	1	2	0	0	74
162.56	63.5	femenino	16000	Blanco	14	14	14	5	6	2	2	2	59
172.72	68.04	masculino	35000	Blanco	12	12	12	4	6	1	2	2	50
172.72	117.93	femenino	25000	Blanco	12	12	NA	8	1	2	7	7	43
167.64	70.31	femenino	35000	Blanco	17	17	17	8	2	2	1	1	41
193.04	95.25	masculino	20000	Blanco	14	NA	14	8	5	2	0	0	26
160.02	53.52	femenino	18000	Blanco	12	12	12	7	5	2	3	3	36
187.96	102.06	masculino	34000	Blanco	14	14	14	3	6	2	0	0	78
172.72	70.31	masculino	25000	Blanco	16	16	16	7	7	2	0	0	25
154.94	49.9	femenino	15000	Blanco	14	14	14	1	5	1	0	0	65
162.56	63.5	femenino	20000	Blanco	16	16	16	2	1	1	0	0	54
182.88	90.72	masculino	20000	Blanco	17	17	17	8	1	2	0	0	77
172.72	77.11	masculino	33000	Blanco	12	12	12	7	7	2	0	0	69
180.34	68.04	masculino	20000	Blanco	12	NA	NA	4	1	2	0	0	66
160.02	57.15	femenino	15000	Blanco	12	12	12	8	1	2	0	0	76
165.1	71.67	femenino	4000	Blanco	12	12	12	7	7	2	0	0	73
152.4	58.97	femenino	20000	Blanco	8	NA	NA	2	1	2	0	0	77
182.88	90.72	masculino	40000	Blanco	16	16	NA	3	2	1	0	0	33
162.56	59.87	femenino	14000	Blanco	14	14	14	7	4	1	3	3	40
172.72	77.11	femenino	12000	Blanco	12	12	12	1	1	1	0	0	48
154.94	47.63	femenino	25000	Blanco	12	12	12	1	2	2	0	0	31
160.02	61.69	femenino	10000	Blanco	17	NA	NA	2	1	2	0	0	60
170.18	62.6	femenino	70000	Blanco	10	NA	NA	8	1	1	0	0	72
170.18	63.5	femenino	38000	Blanco	17	17	17	5	5	2	7	7	55
160.02	56.7	femenino	14000	Blanco	12	12	12	5	7	2	5	5	28
180.34	74.39	masculino	62000	Blanco	18	NA	NA	8	4	2	0	0	76
160.02	48.99	femenino	0	Blanco	15	15	15	4	3	2	2	2	33
152.4	45.36	femenino	15000	Blanco	13	13	13	1	7	2	0	0	37
187.96	97.52	masculino	17000	Blanco	16	16	16	3	1	2	0	0	31
167.64	56.7	femenino	25000	Blanco	15	15	15	7	6	2	0	0	24
175.26	71.67	masculino	60000	Blanco	14	14	14	8	2	2	0	0	66
170.18	81.65	femenino	15000	Blanco	15	NA	15	6	1	2	2	2	69
165.1	65.77	masculino	25000	Blanco	16	16	16	8	1	2	0	0	86
157.48	59.42	masculino	18000	Latino	12	12	12	8	1	2	0	0	63
165.1	65.77	masculino	0	Blanco	12	12	12	1	1	2	0	0	55
162.56	63.5	femenino	45000	Blanco	17	17	17	7	4	2	0	0	54
182.88	79.38	masculino	70000	Blanco	18	18	18	7	4	1	0	0	47
167.64	NA	femenino	0	Latino	11	11	11	7	1	2	4	4	49
165.1	58.97	femenino	30000	Blanco	18	NA	18	8	1	NA	0	0	59
170.18	75.75	femenino	1.00E+05	Blanco	15	15	15	1	1	2	0	0	72
157.48	65.77	femenino	8000	Blanco	12	12	12	1	1	2	0	0	51
180.34	83.91	masculino	30000	Blanco	16	16	16	4	6	2	0	0	34
157.48	52.16	femenino	0	Blanco	11	11	11	6	1	1	7	7	26
180.34	87.09	masculino	27000	Blanco	14	14	14	5	1	1	0	0	32
177.8	122.47	masculino	47000	Blanco	18	18	18	8	7	2	1	1	43
170.18	61.23	masculino	12000	Latino	12	12	12	7	7	2	0	0	22
182.88	86.18	masculino	35000	Blanco	16	16	16	4	2	1	0	0	70
157.48	58.97	femenino	24000	Blanco	17	17	17	5	1	2	1	1	34
160.02	74.84	femenino	13000	Latino	12	12	12	7	1	2	0	0	35
154.94	46.27	femenino	80000	Blanco	14	14	14	4	3	1	2	2	37
182.88	58.97	masculino	5000	Blanco	12	12	12	7	5	2	3	3	18
165.1	49.9	femenino	0	Blanco	12	12	12	8	6	2	7	7	28
160.02	69.4	femenino	25000	Blanco	10	10	10	8	6	1	0	0	60
167.64	108.86	masculino	28000	Blanco	12	12	NA	4	3	2	2	2	44
162.56	56.7	femenino	8000	Blanco	15	15	15	8	6	2	0	0	20
167.64	49.9	femenino	10000	Blanco	13	13	13	8	6	1	1	1	51
172.72	70.31	femenino	9000	Blanco	14	14	14	1	3	2	0	0	41
152.4	68.04	femenino	20000	Blanco	12	12	12	8	1	2	0	0	37
165.1	90.72	masculino	12000	Blanco	12	NA	NA	5	1	2	0	0	71
165.1	58.97	femenino	15000	Blanco	14	14	14	6	1	2	0	0	66
154.94	49.9	femenino	20000	Blanco	14	14	14	8	7	1	7	7	36
172.72	90.72	femenino	15000	Blanco	16	16	16	5	2	2	0	0	55
162.56	60.78	femenino	28000	Blanco	14	14	14	7	6	2	7	7	36
167.64	63.5	femenino	265	Blanco	15	15	15	4	3	2	0	0	21
175.26	71.21	masculino	35000	Blanco	14	14	14	7	1	2	0	0	74
170.18	NA	femenino	25000	Blanco	12	12	12	5	5	2	0	0	30
167.64	74.84	femenino	26000	Latino	14	14	14	7	1	2	2	2	32
170.18	53.52	femenino	27000	Blanco	17	17	17	4	1	2	4	4	34
172.72	81.65	femenino	14000	Blanco	12	12	12	2	2	2	7	7	30
167.64	63.5	masculino	32000	Blanco	16	16	16	2	3	1	2	2	33
175.26	50.8	femenino	10000	Blanco	14	14	14	6	1	1	1	1	32
182.88	61.23	masculino	15000	Blanco	12	12	12	6	1	2	0	0	26
175.26	86.18	masculino	7000	Blanco	16	16	16	7	5	2	0	0	30
180.34	82.55	masculino	28000	Blanco	17	17	17	3	4	1	0	0	46
187.96	113.4	masculino	60000	Blanco	13	13	13	2	1	2	5	5	54
152.4	58.97	femenino	25000	Blanco	14	14	14	8	1	2	0	0	69
175.26	77.11	masculino	12000	Blanco	4	4	4	6	1	2	0	0	62
165.1	NA	femenino	0	Blanco	13	13	13	8	1	1	1	1	63
165.1	NA	femenino	0	Blanco	12	12	12	4	2	2	0	0	46
190.5	90.72	femenino	15000	Blanco	13	13	13	5	1	2	0	0	75
165.1	56.7	femenino	40000	Blanco	14	14	14	7	1	2	0	0	69
160.02	49.9	femenino	25000	Blanco	16	16	16	6	1	2	0	0	75
182.88	61.23	masculino	15000	Blanco	6	NA	NA	7	1	2	0	0	81
152.4	50.8	femenino	35000	Blanco	12	12	12	1	7	1	7	7	36
182.88	102.06	masculino	15000	Blanco	11	NA	NA	4	1	1	1	1	63
162.56	54.43	femenino	26000	Blanco	15	15	15	3	2	2	3	3	32
149.86	45.36	femenino	0	Afroamericano	12	12	12	1	1	1	0	0	43
180.34	77.11	masculino	0	Other	12	12	12	7	7	2	0	0	20
182.88	74.84	masculino	26000	Latino	16	16	16	8	7	2	0	0	25
160.02	48.99	femenino	18720	Afroamericano	10	10	NA	8	1	1	7	7	36
172.72	70.31	femenino	0	Afroamericano	12	12	12	8	6	2	7	7	22
157.48	67.13	femenino	5000	Other	11	NA	NA	8	1	2	0	0	59
162.56	68.95	femenino	12000	Afroamericano	12	NA	NA	2	1	2	0	0	73
177.8	95.25	masculino	80000	Blanco	17	17	17	8	3	2	0	0	39
167.64	54.43	femenino	48000	Blanco	13	13	13	8	6	2	0	0	39
160.02	56.7	femenino	5000	Blanco	18	18	18	7	6	2	0	0	25
157.48	61.23	masculino	18000	Other	16	16	16	8	1	2	2	2	27
177.8	68.04	masculino	85000	Blanco	15	15	15	8	1	2	0	0	65
162.56	79.38	femenino	35000	Afroamericano	12	12	12	1	5	1	2	2	47
175.26	68.04	masculino	5000	Blanco	16	16	16	8	6	2	0	0	22
162.56	63.5	femenino	9000	Latino	13	13	13	2	4	2	0	0	22
170.18	56.7	femenino	30000	Blanco	16	16	16	8	6	2	3	3	27
182.88	113.4	masculino	80000	Blanco	14	14	14	8	1	1	0	0	58
165.1	56.25	femenino	35000	Blanco	16	16	16	1	7	2	4	4	32
160.02	95.25	femenino	12000	Blanco	14	14	14	4	1	1	1	1	34
177.8	86.18	masculino	2.00E+05	Blanco	18	18	18	6	5	2	7	7	34
162.56	58.06	femenino	4000	Blanco	16	16	16	6	7	2	0	0	45
172.72	74.84	masculino	2000	Blanco	12	12	12	1	7	2	1	1	18
167.64	86.18	femenino	24000	Blanco	18	18	18	3	1	1	0	0	69
167.64	74.84	masculino	2000	Latino	15	15	15	8	5	2	0	0	23
177.8	83.91	masculino	15000	Blanco	17	17	17	8	4	2	0	0	30
177.8	102.06	masculino	15000	Blanco	12	12	12	8	1	2	0	0	65
157.48	68.04	femenino	6000	Blanco	12	12	12	1	1	2	0	0	65
167.64	68.04	masculino	5000	Blanco	12	12	NA	8	1	2	0	0	75
167.64	58.97	femenino	1500	Latino	12	NA	12	5	7	2	7	7	21
162.56	58.97	femenino	28000	Blanco	18	18	18	5	2	2	0	0	48
177.8	68.04	femenino	9000	Blanco	12	12	12	8	3	2	0	0	35
187.96	79.38	masculino	60000	Blanco	14	14	14	7	6	2	0	0	52
167.64	68.04	masculino	1200	Blanco	12	12	12	4	1	2	0	0	19
157.48	83.91	femenino	1400	Latino	3	3	3	1	1	2	0	0	64
172.72	72.57	femenino	15000	Blanco	16	16	NA	8	7	1	0	0	26
167.64	81.65	femenino	7000	Blanco	13	13	13	1	1	2	0	0	43
177.8	86.18	masculino	25000	Blanco	12	NA	NA	7	1	2	1	1	72
157.48	58.97	femenino	21000	Blanco	12	12	12	1	2	2	7	7	31
175.26	48.53	masculino	44000	Blanco	12	12	12	1	6	2	0	0	58
172.72	74.39	masculino	29000	Afroamericano	16	16	16	8	7	2	0	0	36
182.88	74.84	masculino	3000	Latino	14	14	14	8	1	2	4	4	18
162.56	63.5	masculino	12000	Afroamericano	13	13	13	2	7	2	0	0	22
162.56	49.9	femenino	0	Latino	16	16	16	1	1	2	7	7	19
152.4	90.72	femenino	0	Latino	9	9	9	1	1	2	0	0	39
182.88	88.45	masculino	20000	Latino	12	12	12	8	4	2	0	0	28
157.48	66.22	femenino	1200	Afroamericano	5	NA	NA	8	4	2	0	0	73
162.56	47.17	femenino	25000	Blanco	12	12	12	7	1	1	1	1	30
187.96	97.52	masculino	37000	Blanco	16	16	16	2	7	2	3	3	25
167.64	68.04	masculino	8000	Other	10	NA	NA	7	1	2	3	3	60
172.72	61.23	masculino	35000	Latino	16	16	16	8	4	2	3	3	30
170.18	65.77	masculino	25000	Latino	14	14	14	7	7	2	0	0	23
157.48	49.9	masculino	25000	Other	14	14	14	6	3	2	0	0	37
180.34	72.57	femenino	18000	Blanco	10	10	10	5	7	2	7	7	29
160.02	58.97	femenino	30000	Afroamericano	16	16	16	8	2	2	4	4	36
167.64	60.33	masculino	5000	Other	14	14	14	8	7	2	3	3	27
175.26	74.84	masculino	20000	Blanco	18	18	18	8	6	2	0	0	69
180.34	72.57	masculino	12000	Latino	6	6	6	1	2	2	0	0	40
162.56	81.65	femenino	0	Latino	12	NA	NA	1	7	2	0	0	65
167.64	56.7	femenino	10000	Blanco	12	12	12	6	1	2	0	0	68
182.88	88.45	masculino	18000	Blanco	14	NA	NA	8	1	2	2	2	48
157.48	52.16	femenino	0	Latino	15	15	15	8	1	2	0	0	59
165.1	58.97	femenino	15000	Latino	12	12	12	7	7	2	7	7	20
182.88	82.1	masculino	20000	Afroamericano	12	NA	NA	1	1	2	0	0	26
172.72	68.04	femenino	31000	Blanco	16	16	16	8	7	2	1	1	43
177.8	72.57	masculino	25000	Afroamericano	12	NA	NA	4	2	2	0	0	56
162.56	68.04	masculino	6000	Latino	10	10	10	1	6	1	0	0	36
162.56	63.5	femenino	0	Blanco	12	12	12	8	7	2	0	0	38
172.72	82.55	masculino	35000	Afroamericano	12	12	12	1	1	1	2	2	70
177.8	68.04	masculino	12000	Blanco	13	13	13	1	1	2	0	0	40
167.64	70.31	femenino	13000	Blanco	16	16	16	3	5	2	0	0	33
170.18	95.25	femenino	26000	Blanco	17	17	17	2	1	2	0	0	34
172.72	58.97	femenino	15000	Afroamericano	11	11	11	2	2	1	7	7	31
162.56	63.5	femenino	30000	Blanco	17	17	17	4	6	2	0	0	28
165.1	55.34	femenino	2000	Blanco	14	14	14	8	7	2	0	0	41
177.8	68.04	masculino	5000	Other	13	13	13	4	2	2	3	3	22
180.34	68.04	femenino	53000	Blanco	14	14	14	1	1	1	1	1	26
162.56	57.61	femenino	0	Blanco	12	12	12	8	7	2	3	3	36
157.48	46.27	femenino	2000	Blanco	13	13	13	1	1	2	7	7	18
180.34	70.31	masculino	25000	Blanco	17	17	17	2	7	2	1	1	29
187.96	83.91	masculino	5000	Blanco	12	12	12	8	7	1	0	0	18
162.56	47.63	femenino	21000	Blanco	13	13	13	4	1	2	1	1	27
162.56	NA	femenino	15000	Blanco	14	14	14	8	1	2	0	0	19
177.8	58.97	femenino	17000	Blanco	15	15	15	7	6	2	1	1	27
185.42	70.31	masculino	5000	Blanco	16	16	16	7	7	2	0	0	22
162.56	61.23	femenino	12000	Blanco	13	13	13	5	2	1	2	2	37
177.8	104.33	masculino	42000	Latino	14	14	14	4	1	2	0	0	44
187.96	92.99	masculino	21000	Blanco	12	12	12	1	7	2	4	4	33
160.02	77.11	femenino	6000	Latino	12	12	12	8	1	1	0	0	65
149.86	48.53	femenino	0	Latino	12	12	12	2	1	1	5	5	46
187.96	86.18	masculino	25000	Blanco	14	14	14	1	5	2	0	0	24
167.64	53.98	femenino	3000	Blanco	14	14	14	6	3	2	0	0	19
165.1	68.04	femenino	3600	Blanco	15	NA	15	7	1	2	0	0	67
180.34	70.31	masculino	4000	Blanco	12	12	12	8	7	2	4	4	19
175.26	72.57	masculino	20000	Blanco	14	NA	14	8	5	2	0	0	58
182.88	72.57	masculino	45000	Blanco	18	18	18	1	4	2	0	0	38
177.8	74.84	masculino	136500	Blanco	16	16	16	6	4	2	0	0	51
152.4	99.79	masculino	52000	Blanco	15	15	15	4	2	2	0	0	50
162.56	58.97	femenino	60000	Blanco	12	12	12	4	2	2	1	1	43
162.56	55.34	femenino	15000	Blanco	13	NA	NA	5	4	2	7	7	41
182.88	86.18	masculino	90000	Blanco	16	16	16	8	7	2	0	0	50
160.02	72.57	femenino	35000	Blanco	12	NA	NA	8	1	2	2	2	38
182.88	70.76	masculino	25000	Latino	13	13	13	1	6	1	3	3	19
167.64	83.91	masculino	15000	Blanco	12	12	12	1	1	2	1	1	76
154.94	81.65	femenino	26000	Blanco	14	14	14	7	1	2	2	2	65
157.48	68.04	femenino	0	Latino	13	NA	NA	5	1	1	7	7	32
175.26	63.5	masculino	2000	Blanco	12	12	12	8	7	2	0	0	21
170.18	65.77	femenino	16000	Blanco	12	NA	12	8	1	2	0	0	61
165.1	58.97	femenino	24000	Latino	11	NA	NA	1	1	2	4	4	27
172.72	78.02	masculino	15000	Latino	16	16	16	4	5	2	0	0	28
187.96	77.11	masculino	42000	Blanco	17	17	17	8	3	2	0	0	43
160.02	68.04	femenino	0	Blanco	15	15	15	8	7	1	0	0	48
165.1	61.23	femenino	10000	Blanco	12	12	12	1	5	1	7	7	43
180.34	99.79	masculino	17000	Latino	13	13	13	7	6	2	0	0	36
162.56	NA	femenino	30000	Blanco	14	14	14	3	2	2	7	7	34
165.1	54.43	femenino	0	Blanco	16	16	16	5	3	2	2	2	22
175.26	72.57	femenino	32000	Blanco	17	17	17	2	1	2	0	0	37
162.56	61.23	femenino	36000	Latino	17	17	17	2	7	2	0	0	34
182.88	86.18	masculino	10000	Latino	13	13	13	8	7	2	0	0	20
160.02	58.97	femenino	20000	Blanco	15	15	15	8	5	2	5	5	29
165.1	49.9	femenino	24000	Blanco	12	12	12	7	2	2	1	1	29
182.88	81.65	masculino	17000	Blanco	12	12	12	8	1	1	2	2	32
165.1	62.14	femenino	23000	Blanco	14	14	14	5	3	2	0	0	48
162.56	56.7	femenino	25000	Blanco	12	12	NA	4	2	2	2	2	33
180.34	90.72	masculino	50000	Blanco	12	12	12	4	2	2	0	0	50
160.02	65.77	femenino	0	Blanco	14	14	14	8	7	2	2	2	39
157.48	54.43	femenino	20000	Blanco	12	12	12	1	2	2	7	7	30
167.64	65.77	femenino	30000	Blanco	16	16	16	2	7	2	0	0	33
162.56	86.18	femenino	7000	Blanco	10	10	10	2	1	1	0	0	39
170.18	54.43	masculino	7000	Blanco	10	10	10	7	3	2	0	0	78
172.72	83.91	masculino	30000	Blanco	11	11	11	6	7	2	2	2	32
167.64	58.97	femenino	3000	Blanco	12	12	NA	1	6	2	0	0	24
167.64	65.77	femenino	20000	Blanco	14	14	14	8	1	1	0	0	43
167.64	63.05	femenino	40000	Blanco	16	16	16	7	1	1	0	0	59
170.18	68.04	masculino	10000	Blanco	12	12	12	7	1	2	0	0	77
167.64	108.86	masculino	16000	Blanco	12	12	12	8	7	2	0	0	37
160.02	102.06	femenino	11000	Blanco	9	9	9	3	1	2	2	2	51
172.72	79.38	femenino	16000	Blanco	13	13	13	2	1	1	3	3	43
177.8	83.91	masculino	18000	Blanco	12	12	12	4	5	2	0	0	27
160.02	52.16	femenino	12000	Blanco	16	16	16	8	7	2	0	0	26
177.8	77.11	masculino	4000	Afroamericano	14	14	NA	7	5	1	7	7	21
182.88	88.45	masculino	60000	Blanco	12	12	12	1	1	1	1	1	45
190.5	81.65	masculino	43000	Blanco	17	17	17	8	7	2	0	0	40
157.48	81.65	femenino	31000	Blanco	14	14	14	8	1	2	2	2	39
172.72	68.04	femenino	50000	Blanco	17	17	17	7	4	2	2	2	39
172.72	74.84	femenino	27000	Blanco	14	14	14	7	1	2	0	0	29
177.8	71.67	masculino	30000	Blanco	17	17	17	8	1	2	0	0	56
185.42	88.45	masculino	12000	Afroamericano	13	NA	NA	8	7	2	1	1	21
167.64	72.57	masculino	136500	Blanco	18	18	18	8	7	2	0	0	49
175.26	56.25	femenino	0	Blanco	16	16	16	1	4	2	4	4	39
157.48	63.5	femenino	20000	Blanco	17	17	17	7	1	1	2	2	30
152.4	54.43	femenino	15000	Afroamericano	12	12	12	1	1	2	0	0	76
162.56	68.04	femenino	25000	Other	16	16	16	4	1	1	0	0	37
172.72	86.18	masculino	5000	Latino	12	12	12	1	1	1	4	4	21
152.4	56.7	femenino	2000	Latino	6	NA	NA	8	1	2	0	0	67
152.4	63.5	femenino	5000	Blanco	14	14	14	8	7	2	0	0	68
185.42	77.11	masculino	3000	Latino	15	15	15	8	6	2	1	1	20
162.56	62.6	femenino	25000	Afroamericano	16	16	NA	2	2	2	1	1	40
167.64	58.97	femenino	110000	Other	18	18	18	8	1	2	1	1	48
175.26	70.31	masculino	55000	Blanco	18	18	18	4	1	2	0	0	71
177.8	77.11	masculino	58000	Blanco	18	18	18	8	1	2	1	1	53
177.8	74.84	femenino	10000	Blanco	16	16	16	1	6	2	6	6	36
182.88	74.84	masculino	19000	Blanco	12	12	12	8	2	2	0	0	29
154.94	54.43	femenino	15000	Blanco	18	18	18	6	1	2	0	0	82
162.56	58.97	femenino	8000	Blanco	12	12	12	1	1	1	7	7	33
182.88	88	masculino	60000	Blanco	12	12	12	2	1	2	0	0	50
160.02	70.31	femenino	15000	Other	14	14	14	6	1	2	2	2	69
172.72	68.04	masculino	6000	Blanco	12	12	12	1	6	1	2	2	27
